"feature","factor","value","view","rank","factor_var_pct_exp","group"
"FHOD3_S955s","Factor6",-0.0581111498177052,"Phosphoproteomics",659,3.06875109672546,"ADUResist"
"MPDZ_S1595s","Factor7",0.0358448810875416,"Phosphoproteomics",659,1.44950151443481,"ADUResist"
"MAF1_S68s","Factor8",-0.0253786109387875,"Phosphoproteomics",659,1.05330348014832,"ADUResist"
"YWHAG_S38s","Factor9",0.00776120461523533,"Phosphoproteomics",659,0.235497951507568,"ADUResist"
"DBP_S86s","Factor10",-0.0777772590517998,"Phosphoproteomics",659,3.7848949432373,"ADUResist"
"ARRDC3","Factor1",-0.118717290461063,"Transcriptomics",659,15.0260210037231,"ADUResist"
"USP47","Factor2",-0.0637441501021385,"Transcriptomics",659,3.6385715007782,"ADUResist"
"FLNC-AS1","Factor3",-0.040795098990202,"Transcriptomics",659,2.1872878074646,"ADUResist"
"LAPTM4B","Factor4",0.105464786291122,"Transcriptomics",659,8.42064023017883,"ADUResist"
"ENSG00000198555.7","Factor5",0.00170048943255097,"Transcriptomics",659,0.0453412532806396,"ADUResist"
"AHCY","Factor6",-0.0659576505422592,"Transcriptomics",659,4.2313814163208,"ADUResist"
"TECTA","Factor7",0.071068175137043,"Transcriptomics",659,4.22167181968689,"ADUResist"
"BCR","Factor8",0.0798792466521263,"Transcriptomics",659,4.58999276161194,"ADUResist"
"TRIT1","Factor9",0.0790875554084778,"Transcriptomics",659,4.54192757606506,"ADUResist"
"RRP7A","Factor10",0.00136709678918123,"Transcriptomics",659,0.0320196151733398,"ADUResist"
"MYOZ3_S187sY191y","Factor1",0.0326964855194092,"Phosphoproteomics",660,2.5407075881958,"ADUResist"
"PLEC_S754s","Factor2",-0.0789262056350708,"Phosphoproteomics",660,6.12024068832397,"ADUResist"
"GOT1_S312s","Factor3",0.0847938060760498,"Phosphoproteomics",660,7.11556673049927,"ADUResist"
"GRIPAP1_S666s","Factor4",-0.019451055675745,"Phosphoproteomics",660,0.770455598831177,"ADUResist"
"CDC26_S42s","Factor5",-0.100787378847599,"Phosphoproteomics",660,8.9109480381012,"ADUResist"
"ANK1_S834s","Factor6",0.0579907037317753,"Phosphoproteomics",660,3.06875109672546,"ADUResist"
"STIM1_S575s","Factor7",0.0355249680578709,"Phosphoproteomics",660,1.44950151443481,"ADUResist"
"MYBPC1_S753s","Factor8",-0.0253093186765909,"Phosphoproteomics",660,1.05330348014832,"ADUResist"
"GAPDH_T211t","Factor9",-0.00776090519502759,"Phosphoproteomics",660,0.235497951507568,"ADUResist"
"GSTP1_S196s","Factor10",-0.077440120279789,"Phosphoproteomics",660,3.7848949432373,"ADUResist"
"RTN4RL2","Factor1",-0.118412800133228,"Transcriptomics",660,15.0260210037231,"ADUResist"
"IRAK1","Factor2",-0.0636792704463005,"Transcriptomics",660,3.6385715007782,"ADUResist"
"HOXA9","Factor3",-0.0403550677001476,"Transcriptomics",660,2.1872878074646,"ADUResist"
"FANCD2","Factor4",0.10535129904747,"Transcriptomics",660,8.42064023017883,"ADUResist"
"LYSMD2","Factor5",-0.00169787171762437,"Transcriptomics",660,0.0453412532806396,"ADUResist"
"HS3ST3B1","Factor6",-0.0655860230326653,"Transcriptomics",660,4.2313814163208,"ADUResist"
"LINC00240","Factor7",0.071008950471878,"Transcriptomics",660,4.22167181968689,"ADUResist"
"SOCS4","Factor8",-0.0796426758170128,"Transcriptomics",660,4.58999276161194,"ADUResist"
"ADAT3","Factor9",0.0790577530860901,"Transcriptomics",660,4.54192757606506,"ADUResist"
"TICAM1","Factor10",0.00136685697361827,"Transcriptomics",660,0.0320196151733398,"ADUResist"
"TTN_S31907s","Factor1",-0.0326796434819698,"Phosphoproteomics",661,2.5407075881958,"ADUResist"
"MYOM1_S758s","Factor2",-0.0787466019392014,"Phosphoproteomics",661,6.12024068832397,"ADUResist"
"CA3_S48s","Factor3",-0.0845957174897194,"Phosphoproteomics",661,7.11556673049927,"ADUResist"
"CSRP3_S95s","Factor4",-0.0194323249161243,"Phosphoproteomics",661,0.770455598831177,"ADUResist"
"RRAD_T52t","Factor5",-0.100178062915802,"Phosphoproteomics",661,8.9109480381012,"ADUResist"
"TTN_S33388s","Factor6",-0.0577494539320469,"Phosphoproteomics",661,3.06875109672546,"ADUResist"
"RASIP1_T111t","Factor7",-0.0353291444480419,"Phosphoproteomics",661,1.44950151443481,"ADUResist"
"FGA_S451s","Factor8",0.0252527222037315,"Phosphoproteomics",661,1.05330348014832,"ADUResist"
"TTN_T253t","Factor9",-0.00772507162764668,"Phosphoproteomics",661,0.235497951507568,"ADUResist"
"AGL_S962s","Factor10",-0.0773124024271965,"Phosphoproteomics",661,3.7848949432373,"ADUResist"
"COPZ2","Factor1",0.118309542536736,"Transcriptomics",661,15.0260210037231,"ADUResist"
"SPATA7","Factor2",0.0634129568934441,"Transcriptomics",661,3.6385715007782,"ADUResist"
"FAM184B","Factor3",-0.0402943715453148,"Transcriptomics",661,2.1872878074646,"ADUResist"
"YBX1","Factor4",-0.10527265816927,"Transcriptomics",661,8.42064023017883,"ADUResist"
"GNL3L","Factor5",0.00169626681599766,"Transcriptomics",661,0.0453412532806396,"ADUResist"
"STX3","Factor6",0.065556563436985,"Transcriptomics",661,4.2313814163208,"ADUResist"
"YBX1","Factor7",0.0707779079675674,"Transcriptomics",661,4.22167181968689,"ADUResist"
"HMGB3","Factor8",-0.0796297639608383,"Transcriptomics",661,4.58999276161194,"ADUResist"
"NPIPB4","Factor9",0.0786250606179237,"Transcriptomics",661,4.54192757606506,"ADUResist"
"TMEM245","Factor10",-0.00135483045596629,"Transcriptomics",661,0.0320196151733398,"ADUResist"
"NEB_S8261s","Factor1",0.0326539576053619,"Phosphoproteomics",662,2.5407075881958,"ADUResist"
"TNNT3_S146s","Factor2",-0.0786373466253281,"Phosphoproteomics",662,6.12024068832397,"ADUResist"
"NEB_S40s","Factor3",-0.0840143412351608,"Phosphoproteomics",662,7.11556673049927,"ADUResist"
"ATXN2L_S559s","Factor4",0.0191403329372406,"Phosphoproteomics",662,0.770455598831177,"ADUResist"
"MAP4_S507s","Factor5",-0.0991209372878075,"Phosphoproteomics",662,8.9109480381012,"ADUResist"
"MYBPC2_T569t","Factor6",0.0576337352395058,"Phosphoproteomics",662,3.06875109672546,"ADUResist"
"SCRIB_S1285s","Factor7",0.0353176072239876,"Phosphoproteomics",662,1.44950151443481,"ADUResist"
"TTN_S23538s","Factor8",0.0252368301153183,"Phosphoproteomics",662,1.05330348014832,"ADUResist"
"XIRP2_S1469s","Factor9",-0.00770244048908353,"Phosphoproteomics",662,0.235497951507568,"ADUResist"
"TP53BP1_S809s","Factor10",0.0768022313714027,"Phosphoproteomics",662,3.7848949432373,"ADUResist"
"MCAM","Factor1",0.118300497531891,"Transcriptomics",662,15.0260210037231,"ADUResist"
"TOR3A","Factor2",-0.0632568225264549,"Transcriptomics",662,3.6385715007782,"ADUResist"
"SUPT20H","Factor3",-0.0398814231157303,"Transcriptomics",662,2.1872878074646,"ADUResist"
"ENSG00000257379.1","Factor4",-0.105148017406464,"Transcriptomics",662,8.42064023017883,"ADUResist"
"ZKSCAN4","Factor5",0.0016875343862921,"Transcriptomics",662,0.0453412532806396,"ADUResist"
"PNO1","Factor6",0.0650827810168266,"Transcriptomics",662,4.2313814163208,"ADUResist"
"PNRC2","Factor7",-0.0705420598387718,"Transcriptomics",662,4.22167181968689,"ADUResist"
"ZNF45","Factor8",-0.0793488398194313,"Transcriptomics",662,4.58999276161194,"ADUResist"
"NADK2","Factor9",-0.0785782560706139,"Transcriptomics",662,4.54192757606506,"ADUResist"
"UPK3BL1","Factor10",0.00135178864002228,"Transcriptomics",662,0.0320196151733398,"ADUResist"
"PHKA1_S1018s","Factor1",0.0325643680989742,"Phosphoproteomics",663,2.5407075881958,"ADUResist"
"TRA2A_Y208y","Factor2",0.0784777477383614,"Phosphoproteomics",663,6.12024068832397,"ADUResist"
"TTN_S9510s","Factor3",0.0838376209139824,"Phosphoproteomics",663,7.11556673049927,"ADUResist"
"CAVIN4_S311sS315s","Factor4",-0.019094904884696,"Phosphoproteomics",663,0.770455598831177,"ADUResist"
"TERF2IP_S203s","Factor5",0.0991018265485764,"Phosphoproteomics",663,8.9109480381012,"ADUResist"
"ITPRID2_S739s","Factor6",-0.0574614815413952,"Phosphoproteomics",663,3.06875109672546,"ADUResist"
"TTN_S9538s","Factor7",-0.0352922827005386,"Phosphoproteomics",663,1.44950151443481,"ADUResist"
"CKMT2_T151t","Factor8",0.025066314265132,"Phosphoproteomics",663,1.05330348014832,"ADUResist"
"HRC_S444s","Factor9",-0.00764137925580144,"Phosphoproteomics",663,0.235497951507568,"ADUResist"
"STON2_S281s","Factor10",-0.0766600221395493,"Phosphoproteomics",663,3.7848949432373,"ADUResist"
"STIL","Factor1",-0.116564780473709,"Transcriptomics",663,15.0260210037231,"ADUResist"
"TRIT1","Factor2",-0.0632176995277405,"Transcriptomics",663,3.6385715007782,"ADUResist"
"COG8","Factor3",0.0398582816123962,"Transcriptomics",663,2.1872878074646,"ADUResist"
"CDK13","Factor4",-0.104594133794308,"Transcriptomics",663,8.42064023017883,"ADUResist"
"SNX27","Factor5",-0.0016804551705718,"Transcriptomics",663,0.0453412532806396,"ADUResist"
"POGZ","Factor6",-0.0649667978286743,"Transcriptomics",663,4.2313814163208,"ADUResist"
"MYOD1","Factor7",0.0700778812170029,"Transcriptomics",663,4.22167181968689,"ADUResist"
"KLHL5","Factor8",-0.0793462991714478,"Transcriptomics",663,4.58999276161194,"ADUResist"
"RTL8C","Factor9",0.0784951746463776,"Transcriptomics",663,4.54192757606506,"ADUResist"
"SLC25A25-AS1","Factor10",0.00135060923639685,"Transcriptomics",663,0.0320196151733398,"ADUResist"
"PSIP1_S118s","Factor1",0.0324585027992725,"Phosphoproteomics",664,2.5407075881958,"ADUResist"
"PDLIM2_S197s","Factor2",0.0782244354486465,"Phosphoproteomics",664,6.12024068832397,"ADUResist"
"TTN_S17794s","Factor3",0.0836395621299744,"Phosphoproteomics",664,7.11556673049927,"ADUResist"
"C10orf71_S1246s","Factor4",-0.0190490763634443,"Phosphoproteomics",664,0.770455598831177,"ADUResist"
"PUM2_S136s","Factor5",0.0985828563570976,"Phosphoproteomics",664,8.9109480381012,"ADUResist"
"HUWE1_S3753s","Factor6",0.057365246117115,"Phosphoproteomics",664,3.06875109672546,"ADUResist"
"ZDHHC5_S621s","Factor7",-0.0352135822176933,"Phosphoproteomics",664,1.44950151443481,"ADUResist"
"CCDC6_S240sS244s","Factor8",0.0250646751374006,"Phosphoproteomics",664,1.05330348014832,"ADUResist"
"KALRN_S1799s","Factor9",0.00761251896619797,"Phosphoproteomics",664,0.235497951507568,"ADUResist"
"MYPN_S612s","Factor10",-0.0750111192464828,"Phosphoproteomics",664,3.7848949432373,"ADUResist"
"SNX27","Factor1",-0.116342157125473,"Transcriptomics",664,15.0260210037231,"ADUResist"
"MKRN2","Factor2",0.0631923452019691,"Transcriptomics",664,3.6385715007782,"ADUResist"
"MFF","Factor3",0.0397049374878407,"Transcriptomics",664,2.1872878074646,"ADUResist"
"OCIAD1","Factor4",-0.104097597301006,"Transcriptomics",664,8.42064023017883,"ADUResist"
"DTNBP1","Factor5",-0.00167513522319496,"Transcriptomics",664,0.0453412532806396,"ADUResist"
"CAVIN2","Factor6",-0.0648712813854218,"Transcriptomics",664,4.2313814163208,"ADUResist"
"ENSG00000270039.1","Factor7",-0.0698651447892189,"Transcriptomics",664,4.22167181968689,"ADUResist"
"FLNC-AS1","Factor8",-0.0792403817176819,"Transcriptomics",664,4.58999276161194,"ADUResist"
"GDPGP1","Factor9",0.0784014612436295,"Transcriptomics",664,4.54192757606506,"ADUResist"
"IMP3","Factor10",-0.00134777021594346,"Transcriptomics",664,0.0320196151733398,"ADUResist"
"GGT7_S72s","Factor1",0.0324412323534489,"Phosphoproteomics",665,2.5407075881958,"ADUResist"
"PUM2_S136s","Factor2",-0.0780914351344109,"Phosphoproteomics",665,6.12024068832397,"ADUResist"
"TTN_T32385t","Factor3",0.0834114775061607,"Phosphoproteomics",665,7.11556673049927,"ADUResist"
"FAM53C_S232s","Factor4",-0.0190166831016541,"Phosphoproteomics",665,0.770455598831177,"ADUResist"
"XIRP1_S205s","Factor5",-0.0981616303324699,"Phosphoproteomics",665,8.9109480381012,"ADUResist"
"PDLIM2_S197s","Factor6",0.0569633319973946,"Phosphoproteomics",665,3.06875109672546,"ADUResist"
"TTN_T29545t","Factor7",-0.0351618118584156,"Phosphoproteomics",665,1.44950151443481,"ADUResist"
"SNTB2_S393s","Factor8",-0.0250136852264404,"Phosphoproteomics",665,1.05330348014832,"ADUResist"
"NES_S842s","Factor9",0.00755198020488024,"Phosphoproteomics",665,0.235497951507568,"ADUResist"
"SHE_S85s","Factor10",0.0749826729297638,"Phosphoproteomics",665,3.7848949432373,"ADUResist"
"WIZ","Factor1",0.116299271583557,"Transcriptomics",665,15.0260210037231,"ADUResist"
"NUP62","Factor2",-0.0626987218856812,"Transcriptomics",665,3.6385715007782,"ADUResist"
"SLC25A25-AS1","Factor3",0.0396769382059574,"Transcriptomics",665,2.1872878074646,"ADUResist"
"KLHDC1","Factor4",-0.104057848453522,"Transcriptomics",665,8.42064023017883,"ADUResist"
"DNASE2","Factor5",-0.00167112704366446,"Transcriptomics",665,0.0453412532806396,"ADUResist"
"IFIT2","Factor6",-0.0645558014512062,"Transcriptomics",665,4.2313814163208,"ADUResist"
"PHLDA1","Factor7",0.0698615312576294,"Transcriptomics",665,4.22167181968689,"ADUResist"
"CCDC163","Factor8",-0.079228974878788,"Transcriptomics",665,4.58999276161194,"ADUResist"
"KDM5C","Factor9",0.0782966017723083,"Transcriptomics",665,4.54192757606506,"ADUResist"
"HLX","Factor10",0.00134330044966191,"Transcriptomics",665,0.0320196151733398,"ADUResist"
"ANK1_S834s","Factor1",-0.0323997177183628,"Phosphoproteomics",666,2.5407075881958,"ADUResist"
"DCAF5_S648s","Factor2",-0.0779894068837166,"Phosphoproteomics",666,6.12024068832397,"ADUResist"
"OBSCN_S7327sT7330t","Factor3",0.0833882763981819,"Phosphoproteomics",666,7.11556673049927,"ADUResist"
"GTF2F1_T446t","Factor4",-0.0189269687980413,"Phosphoproteomics",666,0.770455598831177,"ADUResist"
"CDV3_S107s","Factor5",-0.0980712100863457,"Phosphoproteomics",666,8.9109480381012,"ADUResist"
"FLNC_Y1417y","Factor6",-0.0569140464067459,"Phosphoproteomics",666,3.06875109672546,"ADUResist"
"TTN_T21753t","Factor7",0.0349787883460522,"Phosphoproteomics",666,1.44950151443481,"ADUResist"
"PPP2R3A_S686s","Factor8",-0.0249651465564966,"Phosphoproteomics",666,1.05330348014832,"ADUResist"
"CD99_S168s","Factor9",-0.00752190873026848,"Phosphoproteomics",666,0.235497951507568,"ADUResist"
"LARP1_S774s","Factor10",0.0749217644333839,"Phosphoproteomics",666,3.7848949432373,"ADUResist"
"MIEN1","Factor1",0.116202838718891,"Transcriptomics",666,15.0260210037231,"ADUResist"
"MFN2","Factor2",-0.062510646879673,"Transcriptomics",666,3.6385715007782,"ADUResist"
"ACAT1","Factor3",-0.0395020134747028,"Transcriptomics",666,2.1872878074646,"ADUResist"
"CHIC2","Factor4",-0.103612199425697,"Transcriptomics",666,8.42064023017883,"ADUResist"
"FAT3","Factor5",-0.00166812492534518,"Transcriptomics",666,0.0453412532806396,"ADUResist"
"MARCKS","Factor6",-0.0642449259757996,"Transcriptomics",666,4.2313814163208,"ADUResist"
"CTC-338M12.4","Factor7",0.0698163583874702,"Transcriptomics",666,4.22167181968689,"ADUResist"
"NEXN","Factor8",-0.07886902987957,"Transcriptomics",666,4.58999276161194,"ADUResist"
"C21orf62-AS1","Factor9",-0.0782070234417915,"Transcriptomics",666,4.54192757606506,"ADUResist"
"RRAGD","Factor10",-0.00134038762189448,"Transcriptomics",666,0.0320196151733398,"ADUResist"
"TTN_S26649s","Factor1",0.0323715843260288,"Phosphoproteomics",667,2.5407075881958,"ADUResist"
"NEB_S8398s","Factor2",0.0778426453471184,"Phosphoproteomics",667,6.12024068832397,"ADUResist"
"TTN_T21753t","Factor3",0.0832616537809372,"Phosphoproteomics",667,7.11556673049927,"ADUResist"
"SHE_S85s","Factor4",-0.0188582763075829,"Phosphoproteomics",667,0.770455598831177,"ADUResist"
"ANKS1A_S663s","Factor5",-0.0978051424026489,"Phosphoproteomics",667,8.9109480381012,"ADUResist"
"SZRD1_S107s","Factor6",-0.0563731491565704,"Phosphoproteomics",667,3.06875109672546,"ADUResist"
"NUFIP2_S572s","Factor7",0.0348993577063084,"Phosphoproteomics",667,1.44950151443481,"ADUResist"
"EIF4B_S263s","Factor8",-0.0249481927603483,"Phosphoproteomics",667,1.05330348014832,"ADUResist"
"TTN_S22171s","Factor9",0.00749464519321918,"Phosphoproteomics",667,0.235497951507568,"ADUResist"
"NFIA_S258s","Factor10",-0.0748938173055649,"Phosphoproteomics",667,3.7848949432373,"ADUResist"
"IL17RC","Factor1",-0.113846249878407,"Transcriptomics",667,15.0260210037231,"ADUResist"
"QRICH1","Factor2",0.0624887831509113,"Transcriptomics",667,3.6385715007782,"ADUResist"
"MCCC2","Factor3",0.0394820533692837,"Transcriptomics",667,2.1872878074646,"ADUResist"
"HAUS4","Factor4",0.103301793336868,"Transcriptomics",667,8.42064023017883,"ADUResist"
"FREM2","Factor5",-0.00166539161000401,"Transcriptomics",667,0.0453412532806396,"ADUResist"
"MAP3K14","Factor6",-0.0642160996794701,"Transcriptomics",667,4.2313814163208,"ADUResist"
"ITGAD","Factor7",0.0694748163223267,"Transcriptomics",667,4.22167181968689,"ADUResist"
"TGM1","Factor8",-0.0787690952420235,"Transcriptomics",667,4.58999276161194,"ADUResist"
"SLC19A2","Factor9",0.0778355970978737,"Transcriptomics",667,4.54192757606506,"ADUResist"
"CHIC2","Factor10",0.00133844697847962,"Transcriptomics",667,0.0320196151733398,"ADUResist"
"LIMCH1_S42s","Factor1",0.0323677100241184,"Phosphoproteomics",668,2.5407075881958,"ADUResist"
"FERMT2_S159s","Factor2",-0.0771323591470718,"Phosphoproteomics",668,6.12024068832397,"ADUResist"
"PPIP5K1_S964s","Factor3",0.082855723798275,"Phosphoproteomics",668,7.11556673049927,"ADUResist"
"GSTP1_S196s","Factor4",-0.0188191793859005,"Phosphoproteomics",668,0.770455598831177,"ADUResist"
"R3HDM2_S330s","Factor5",0.097753494977951,"Phosphoproteomics",668,8.9109480381012,"ADUResist"
"HBA1_S53s","Factor6",-0.0562398470938206,"Phosphoproteomics",668,3.06875109672546,"ADUResist"
"TTN_S18757s","Factor7",0.0348064415156841,"Phosphoproteomics",668,1.44950151443481,"ADUResist"
"NA_S294s","Factor8",0.0249416101723909,"Phosphoproteomics",668,1.05330348014832,"ADUResist"
"FXR2_S566s","Factor9",-0.00747489556670189,"Phosphoproteomics",668,0.235497951507568,"ADUResist"
"KANK2_S540s","Factor10",0.0747470855712891,"Phosphoproteomics",668,3.7848949432373,"ADUResist"
"CHIC2","Factor1",0.113795720040798,"Transcriptomics",668,15.0260210037231,"ADUResist"
"SLC25A25-AS1","Factor2",0.0620237961411476,"Transcriptomics",668,3.6385715007782,"ADUResist"
"ATP6AP1L","Factor3",0.0393293127417564,"Transcriptomics",668,2.1872878074646,"ADUResist"
"CDC37L1","Factor4",0.103186033666134,"Transcriptomics",668,8.42064023017883,"ADUResist"
"ENSG00000278737.1","Factor5",0.00165972509421408,"Transcriptomics",668,0.0453412532806396,"ADUResist"
"NEDD4","Factor6",0.0634848102927208,"Transcriptomics",668,4.2313814163208,"ADUResist"
"ENSG00000265751.1","Factor7",-0.0693194419145584,"Transcriptomics",668,4.22167181968689,"ADUResist"
"G0S2","Factor8",0.0784746706485748,"Transcriptomics",668,4.58999276161194,"ADUResist"
"FYCO1","Factor9",0.0778297260403633,"Transcriptomics",668,4.54192757606506,"ADUResist"
"NANS","Factor10",0.0013376654824242,"Transcriptomics",668,0.0320196151733398,"ADUResist"
"CMYA5_S3415s","Factor1",-0.032214779406786,"Phosphoproteomics",669,2.5407075881958,"ADUResist"
"HUWE1_S2918s","Factor2",0.0770716294646263,"Phosphoproteomics",669,6.12024068832397,"ADUResist"
"MYOM2_S1046s","Factor3",0.0827856659889221,"Phosphoproteomics",669,7.11556673049927,"ADUResist"
"TTN_Y23120y","Factor4",-0.018724562600255,"Phosphoproteomics",669,0.770455598831177,"ADUResist"
"TTN_S4416s","Factor5",-0.0973957479000092,"Phosphoproteomics",669,8.9109480381012,"ADUResist"
"CTTN_S418s","Factor6",0.0561318546533585,"Phosphoproteomics",669,3.06875109672546,"ADUResist"
"FAM53C_S232s","Factor7",0.0345610976219177,"Phosphoproteomics",669,1.44950151443481,"ADUResist"
"CDK11B_T595t","Factor8",0.0248473472893238,"Phosphoproteomics",669,1.05330348014832,"ADUResist"
"F13B_S373s","Factor9",-0.00747174210846424,"Phosphoproteomics",669,0.235497951507568,"ADUResist"
"GPI_S74s","Factor10",-0.0746895223855972,"Phosphoproteomics",669,3.7848949432373,"ADUResist"
"DUSP13","Factor1",0.112684242427349,"Transcriptomics",669,15.0260210037231,"ADUResist"
"TOM1L2","Factor2",-0.061779797077179,"Transcriptomics",669,3.6385715007782,"ADUResist"
"CLVS2","Factor3",-0.0391074866056442,"Transcriptomics",669,2.1872878074646,"ADUResist"
"EMC7","Factor4",0.102961719036102,"Transcriptomics",669,8.42064023017883,"ADUResist"
"DNAJC18","Factor5",-0.00165752915199846,"Transcriptomics",669,0.0453412532806396,"ADUResist"
"GIT1","Factor6",0.0634634643793106,"Transcriptomics",669,4.2313814163208,"ADUResist"
"KPNA1","Factor7",-0.0690611153841019,"Transcriptomics",669,4.22167181968689,"ADUResist"
"VGLL4","Factor8",-0.0783271193504333,"Transcriptomics",669,4.58999276161194,"ADUResist"
"TNK1","Factor9",-0.0776948407292366,"Transcriptomics",669,4.54192757606506,"ADUResist"
"DPH2","Factor10",0.00133747770451009,"Transcriptomics",669,0.0320196151733398,"ADUResist"
"CAVIN1_S167s","Factor1",-0.0320677794516087,"Phosphoproteomics",670,2.5407075881958,"ADUResist"
"MYPN_S960s","Factor2",-0.0768930539488792,"Phosphoproteomics",670,6.12024068832397,"ADUResist"
"ANK2_S1452s","Factor3",-0.0824630707502365,"Phosphoproteomics",670,7.11556673049927,"ADUResist"
"NCOA1_S22s","Factor4",0.0186589658260345,"Phosphoproteomics",670,0.770455598831177,"ADUResist"
"EIF4G1_S1231s","Factor5",0.0972354039549828,"Phosphoproteomics",670,8.9109480381012,"ADUResist"
"TTN_S8901s","Factor6",-0.0557549856603146,"Phosphoproteomics",670,3.06875109672546,"ADUResist"
"TTN_S1413sS1418s","Factor7",0.0345319025218487,"Phosphoproteomics",670,1.44950151443481,"ADUResist"
"ACTA1_T162t","Factor8",0.0247579049319029,"Phosphoproteomics",670,1.05330348014832,"ADUResist"
"KIAA1217_S361s","Factor9",-0.00745786866173148,"Phosphoproteomics",670,0.235497951507568,"ADUResist"
"SQSTM1_S284s","Factor10",-0.0744238719344139,"Phosphoproteomics",670,3.7848949432373,"ADUResist"
"SPTBN4","Factor1",-0.112449772655964,"Transcriptomics",670,15.0260210037231,"ADUResist"
"TSC1","Factor2",0.0617552548646927,"Transcriptomics",670,3.6385715007782,"ADUResist"
"HOXA10","Factor3",-0.0390408933162689,"Transcriptomics",670,2.1872878074646,"ADUResist"
"ENSG00000253177.2","Factor4",-0.102867715060711,"Transcriptomics",670,8.42064023017883,"ADUResist"
"DLST","Factor5",0.00165706407278776,"Transcriptomics",670,0.0453412532806396,"ADUResist"
"POLA2","Factor6",-0.0632694661617279,"Transcriptomics",670,4.2313814163208,"ADUResist"
"RTL6","Factor7",0.0689636841416359,"Transcriptomics",670,4.22167181968689,"ADUResist"
"MAOB","Factor8",-0.0781496092677116,"Transcriptomics",670,4.58999276161194,"ADUResist"
"KDM3B","Factor9",-0.0774721056222916,"Transcriptomics",670,4.54192757606506,"ADUResist"
"NECAP1","Factor10",0.0013343506725505,"Transcriptomics",670,0.0320196151733398,"ADUResist"
"TTN_S1413sS1418s","Factor1",-0.0317024327814579,"Phosphoproteomics",671,2.5407075881958,"ADUResist"
"DCTN1_S105s","Factor2",0.0765558108687401,"Phosphoproteomics",671,6.12024068832397,"ADUResist"
"TTN_Y28904y","Factor3",0.0818650051951408,"Phosphoproteomics",671,7.11556673049927,"ADUResist"
"CDC26_S42s","Factor4",0.0186443198472261,"Phosphoproteomics",671,0.770455598831177,"ADUResist"
"ITSN1_S278s","Factor5",-0.0970282778143883,"Phosphoproteomics",671,8.9109480381012,"ADUResist"
"PDLIM5_S102sS105s","Factor6",0.0555068291723728,"Phosphoproteomics",671,3.06875109672546,"ADUResist"
"FNBP4_T479t","Factor7",0.0344313234090805,"Phosphoproteomics",671,1.44950151443481,"ADUResist"
"CRYBG3_S395s","Factor8",-0.0247160643339157,"Phosphoproteomics",671,1.05330348014832,"ADUResist"
"MYBPC2_T569t","Factor9",-0.00744491210207343,"Phosphoproteomics",671,0.235497951507568,"ADUResist"
"MCM3AP_T530t","Factor10",0.0743335336446762,"Phosphoproteomics",671,3.7848949432373,"ADUResist"
"C2CD2L","Factor1",0.112103246152401,"Transcriptomics",671,15.0260210037231,"ADUResist"
"MAN2C1","Factor2",0.0616926290094852,"Transcriptomics",671,3.6385715007782,"ADUResist"
"FAM161B","Factor3",-0.0388569533824921,"Transcriptomics",671,2.1872878074646,"ADUResist"
"CPLANE1","Factor4",0.102625712752342,"Transcriptomics",671,8.42064023017883,"ADUResist"
"CFLAR-AS1","Factor5",-0.00164829019922763,"Transcriptomics",671,0.0453412532806396,"ADUResist"
"RARA","Factor6",0.0631731376051903,"Transcriptomics",671,4.2313814163208,"ADUResist"
"ENSG00000260316.2","Factor7",0.0688002556562424,"Transcriptomics",671,4.22167181968689,"ADUResist"
"APOO","Factor8",-0.0779786556959152,"Transcriptomics",671,4.58999276161194,"ADUResist"
"SH2D1B","Factor9",-0.0771641209721565,"Transcriptomics",671,4.54192757606506,"ADUResist"
"MKRN2","Factor10",-0.00133167218882591,"Transcriptomics",671,0.0320196151733398,"ADUResist"
"TTN_S282sS284sS289s","Factor1",0.0316007286310196,"Phosphoproteomics",672,2.5407075881958,"ADUResist"
"EPHX1_Y339y","Factor2",-0.0765202715992928,"Phosphoproteomics",672,6.12024068832397,"ADUResist"
"SMTNL2_T274tS278s","Factor3",-0.0817846432328224,"Phosphoproteomics",672,7.11556673049927,"ADUResist"
"TTN_S9282s","Factor4",0.0185206569731236,"Phosphoproteomics",672,0.770455598831177,"ADUResist"
"CYC1_S182s","Factor5",-0.0964788720011711,"Phosphoproteomics",672,8.9109480381012,"ADUResist"
"CDK11B_T595t","Factor6",-0.0554794110357761,"Phosphoproteomics",672,3.06875109672546,"ADUResist"
"CAMK2B_S451s","Factor7",0.034423653036356,"Phosphoproteomics",672,1.44950151443481,"ADUResist"
"SYNPO2L_S97s","Factor8",0.0246750712394714,"Phosphoproteomics",672,1.05330348014832,"ADUResist"
"TTN_Y22508y","Factor9",0.00743011245504022,"Phosphoproteomics",672,0.235497951507568,"ADUResist"
"MYL3_Y73y","Factor10",-0.0742285996675491,"Phosphoproteomics",672,3.7848949432373,"ADUResist"
"RAB29","Factor1",0.112051114439964,"Transcriptomics",672,15.0260210037231,"ADUResist"
"TSPAN13","Factor2",0.0611806362867355,"Transcriptomics",672,3.6385715007782,"ADUResist"
"FBXO32","Factor3",0.0385326482355595,"Transcriptomics",672,2.1872878074646,"ADUResist"
"TMOD3","Factor4",0.102197572588921,"Transcriptomics",672,8.42064023017883,"ADUResist"
"MT-ND1","Factor5",-0.00164398457854986,"Transcriptomics",672,0.0453412532806396,"ADUResist"
